row ID;row m/z;SCCe0064.mzML Peak area;SCCe0065.mzML Peak area;SCCe0066.mzML Peak area;SCCe0067.mzML Peak area;SCCe0068.mzML Peak area;SCCe0069.mzML Peak area;SCCe0070.mzML Peak area;SCCe0071.mzML Peak area;SCCe0072.mzML Peak area;SCCe0073.mzML Peak area;SCCe0074.mzML Peak area;SCCe0075.mzML Peak area;SCCe0076.mzML Peak area;SCCe0077.mzML Peak area;SCCe0078.mzML Peak area;SCCe0079.mzML Peak area;SCCe0080.mzML Peak area;SCCe0081.mzML Peak area;SCCe0082.mzML Peak area;SCCe0083.mzML Peak area;SCCe0084.mzML Peak area;SCCe0085.mzML Peak area;SCCe0086.mzML Peak area;SCCe0087.mzML Peak area;SCCe0088.mzML Peak area;SCCe0089.mzML Peak area;SCCe0090.mzML Peak area;SCCe0091.mzML Peak area;SCCe0092.mzML Peak area;SCCe0093.mzML Peak area;SCCe0094.mzML Peak area;SCCe0095.mzML Peak area;SCCe0096.mzML Peak area;SCCe0097.mzML Peak area;SCCe0098.mzML Peak area;SCCe0099.mzML Peak area;SCCe0100.mzML Peak area;SCCe0101.mzML Peak area;SCCe0102.mzML Peak area;SCCe0103.mzML Peak area;SCCe0104.mzML Peak area;SCCe0105.mzML Peak area;SCCe0106.mzML Peak area;SCCe0107.mzML Peak area;SCCe0108.mzML Peak area;SCCe0109.mzML Peak area;SCCe0110.mzML Peak area;SCCe0111.mzML Peak area;SCCe0112.mzML Peak area;SCCe0113.mzML Peak area;SCCe0114.mzML Peak area;SCCe0115.mzML Peak area;SCCe0116.mzML Peak area;SCCe0117.mzML Peak area;SCCe0118.mzML Peak area;SCCe0119.mzML Peak area;SCCe0120.mzML Peak area;SCCe0121.mzML Peak area;SCCe0122.mzML Peak area;SCCe0123.mzML Peak area;SCCe0124.mzML Peak area;SCCe0125.mzML Peak area;SCCe0126.mzML Peak area;SCCe0127.mzML Peak area;SCCe0128.mzML Peak area;SCCe0129.mzML Peak area;SCCe0130.mzML Peak area;SCCe0131.mzML Peak area;SCCe0132.mzML Peak area;SCCe0133.mzML Peak area;SCCe0134.mzML Peak area;SCCe0135.mzML Peak area;SCCe0136.mzML Peak area;SCCe0137.mzML Peak area;SCCe0138.mzML Peak area;SCCe0139.mzML Peak area;SCCe0140.mzML Peak area;SCCe0141.mzML Peak area;SCCe0142.mzML Peak area
6;157.1697468;0;20205.75;14476.83;0;12393.024;28857.043;12638.235;12538.172;24657.34;9877.432;10788.818;44954.723;15523.885;4312.6055;10675.079;53932.6;33777.6;17362.97;13337.848;23470.492;0;0;0;0;0;0;0;0;0;4524.564;0;2997.838;1923.094;0;0;13502.367;5912.2197;0;0;5594.293;0;0;0;0;23160.857;0;1307.0424;3608.1594;0;10231.969;0;0;3365.541;0;0;2598.2944;0;0;3954.4065;24112.914;0;0;0;0;14036.09;5594.043;0;16300.232;19998.268;0;13729.263;4483.6104;0;0;7274.122;0;5007.7515;1668.5647;3372.9004
7;150.112316;0;4232.815;1629.4065;0;1934.8643;0;0;902.6249;0;0;0;2311.0015;0;0;0;6533.727;6788.511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1143.7369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1181.9066;0;0;2674.8755;937.9453;975.13617;1276.9344;0;0;0;0;0;0;0;0;2981.125;0;0
10;485.3582245;5422.38;6392.347;5849.7935;0;3481.4885;0;0;2828.5613;5389.7954;0;2393.9443;4734.938;0;0;3575.4363;9470.172;7150.7695;4851.445;0;8303.157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;216.1954559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8028.772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11840.603;4783.627;4126.831;4407.18;0;5011.729;0;0;0;0;0;0;0;0;0;0;0;0;2203.2725
12;521.3351586;7024.446;8668.217;8225.495;0;4672.4175;0;0;0;6281.339;0;0;5516.7085;0;0;0;10152.504;6710.3174;5137.969;8211.801;7921.605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;116.0700915;5247.5435;0;0;13269.344;9652.419;0;10042.808;10140.737;9904.616;0;13205.693;15097.314;0;12163.244;13015.86;12685.118;8527.644;24684.215;6815.8525;0;0;0;0;5603.411;11503.614;9903.905;7223.194;0;0;10839.924;0;9612.069;14925.7295;0;5258.123;4709.3823;0;10154.693;3930.7668;0;0;0;0;0;3167.5723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14784.447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;213.1228405;0;0;0;0;0;2494.9656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3910.5068;0;2151.9924;0;4288.3296;3624.455;8917.247;0;6882.174;12415.562;3644.059;3852.7202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;150.0583905;32853.33;26463.262;21252.273;36368.3;10729.81;34074.418;38381.633;37898.285;37103.453;42135.984;39337.06;41426.2;6529.52;52553.566;51580.75;17194.805;33346.14;57650.47;55224.938;34289.27;0;0;0;11882.065;28271.266;31185.99;13691.063;10558.02;13938.636;9996.512;25801.592;12639.773;30338.688;8735.142;8857.461;0;22107.865;43918.465;21971.418;34428.56;0;0;0;0;4927.538;0;1191.5181;0;0;0;0;0;0;0;0;0;3344.889;24863.201;6228.6235;12422.657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;261.1445364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5933.6626;3833.0674;7151.8154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683.3849;0;2965.6855;0;0;4763.6465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;390.1869296;0;0;0;0;0;1893.3125;0;0;0;2358.8047;0;0;1888.0762;0;0;4514.6567;2061.48;2465.4297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;140.03385;11220.076;7760.4346;10308.145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33517.195;33606.918;41707.4;10475.362;7484.2246;0;11695.558;5486.531;4014.838;0;0;0;0;6896.189;6940.261;0;8155.043;7170.1562;8972.697;0;17133.121;11487.492;19736.217;24481.535;10213.558;14040.476;13200.706;12650.906;13694.836;14879.815;0;13561.155;15116.828;14016.527;11738.332;0;24453.578;26780.49;10696.95;0;26726.229;16762.16;30581.768;31706.44;31224.986;18375.01;27681.943;28216.756;22331.074;18599;30723.77;24338.46;19186.283;35521.086;25352.15;0;15104.569;19722.627;22284.172
27;259.0924546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15621.698;0;0;0;0;1583.9551;768.1247;0;0;0;0;0;0;2129.4856;2129.534;0;859.2065;0;0;0;12849.386;11955.872;0;0;0;0;0;0;0;0;0;0;0;1015.9364;0;0;0;0;0;0;29928.08;20102.354;0;0
28;226.1550481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3202.1785;0;0;0;0;0;0;0;0;11548.691;0;0;0;0;0;0;0;0;8591.605;6029.256;0;5689.292;2682.168;0;0;0;11009.344;0;10362.592;7326.7144;4032.6406;12741.131;5987.5034;8947.514;11456.128;4929.3013;7105.988;10063.506;11566.059;13542.276;14532.583;6164.404;0;0;0;0;6244.5615;8342.784;7485.155;0;6447.4604;8273.236;9302.035;7991.538;9248.334;10105.135;9398.725;9367.917;9368.985;7608.6885;9465.466;9047.528
30;153.040806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5910.329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5748.8037;0;0;0;0;0;0;0;0;0;0;0;4653.119;0;15061.352;14465.056;15824.642;16286.552;18107.41;14159.647;10746.624;15414.134;11730.439;13935.444;17062.686;15797.817;13977.88;17972.357;16113.155;0;0;6579.616;10475.099
32;237.0866124;0;0;0;3380.078;0;4055.1694;4513.935;4798.274;4610.6294;4271.6475;3729.5654;4594.469;3873.4907;3714.2493;4015.3162;0;0;0;0;0;0;0;0;4761.0435;6609.789;6635.7305;9471.667;6343.774;6885.9106;4554.8145;4812.401;4969.3306;3497.733;4929.0825;4551.429;0;0;0;0;0;0;0;0;6310.055;5040.853;5464.922;5067.1455;3981.231;8547.318;5091.746;4296.869;6233.964;4118.4365;4375.915;5857.0923;0;0;0;0;0;0;0;0;7841.663;11637.061;7185.0615;8634.28;16085.451;11071.244;8637.988;9950.445;11895.729;7601.334;11954.602;8633.057;0;0;0;0
33;212.102983;22917.666;21529.166;22571.443;12654.527;7105.3306;23382.35;20450.496;18122.08;24901.326;22223.816;19973.99;26119.877;23858.582;21016.697;22353.348;21092.062;27064.76;18292.81;21454.568;21409.42;15816.558;11657.891;13369.993;9562.791;18863.229;20167.982;27065.441;12920.463;14784.034;13746.234;17387.408;13029.488;12546.4;11567.369;9360.117;17434.377;11008.541;9830.787;11288.744;13865.138;0;0;0;8269.733;7646.625;7114.924;6137.629;4444.5293;8946.512;7141.7603;0;8393.654;5324.65;6009.912;7953.4253;7212.213;9188.253;12154.039;7872.6494;7301.2144;7937.443;7100.1123;10496.452;9960.325;15741.85;0;10430.713;18291.441;11738.464;10655.233;11707.439;19797.459;10705.096;16714.305;12329.938;16653.742;0;8557.67;10688.084
34;247.1286991;0;1887.493;1867.2797;2020.2065;0;0;0;0;0;0;0;0;0;0;1820.9269;0;0;4523.5776;0;0;0;0;0;0;0;0;0;0;0;0;2058.6504;0;3160.3872;0;0;0;0;8197.365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10062.031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4041.2642;0
35;185.0919041;5056.4873;4971.2188;4667.0405;0;0;2012.0166;0;2251.976;2782.5908;0;0;1984.215;0;0;0;0;0;0;0;0;8661.239;7707.455;8380.008;4297.4185;4976.7896;4473.699;4751.085;4772.631;4940.4946;3364.7593;0;3901.6829;2835.8958;5137.5957;5108.635;6065.744;3883.6228;0;0;0;3520.0415;3860.7136;4040.437;6165.799;5196.4375;5568.668;5644.3477;4570.5415;6663.1694;6158.4644;4929.283;6748.6343;5493.104;5710.56;6384.321;4424.2686;4981.4443;4944.1187;5093.162;0;5732.6924;5487.1494;6862.243;8414.068;11416.704;7889.3345;8408.585;12215.703;9485.529;8759.739;9860.666;11959.738;9232.159;12948.537;10243.521;7129.689;5083.9956;5500.3823;7250.7256
36;251.1502163;2537.457;0;2486.8145;7112.705;0;8509.355;9924.925;9574.87;8201.862;8102.1123;7741.153;7304.723;8046.052;7530.9204;6970.205;0;0;0;0;0;3406.5298;0;2838.033;7411.681;9634.991;11120.773;19738.16;10324.553;10820.616;5990.2026;8911.771;7190.507;5642.04;7923.716;6711.5303;1966.8903;0;0;0;0;0;0;0;8916.311;7544.9814;8633.951;6628.4844;4306.1187;12279.232;6160.7715;6298.369;9581.785;4264.741;5609.3774;8339.928;0;1764.797;2532.3037;0;0;0;0;0;7902.921;13200.5;7998.935;9547.225;15215.059;11507.539;10352.724;10163.048;14056.059;9547.849;12926.1045;10076.166;0;0;0;0
38;360.2123271;1140.9635;0;0;2092.5142;0;2151.2083;0;0;0;4011.0205;0;0;2627.0054;2501.407;0;0;0;0;1803.3208;0;1767.123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3878.5452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1290.0166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5121.005
39;199.1072509;6094.5615;7135.7363;7105.782;3597.4883;0;4800.133;0;4422.59;0;3897.1497;3803.7144;4414.3975;3607.8228;3857.0068;4207.911;0;6308.8384;4774.244;0;3626.253;9061.518;7213.5225;9023.288;8091.9385;9882.027;9858.744;11038.223;9533.775;10084.168;0;7269.597;8062.8716;4778.065;9436.778;9458.463;6937.459;5020.7104;5326.8184;5463.9014;0;3299.749;3791.798;4331.5996;12064.974;4275.325;4364.734;6214.542;3340.2515;8814.646;6733.4443;5972.14;7501.3438;4507.456;5256.9897;7254.492;5205.3213;6191.958;5872.3765;5307.535;0;5839.64;4624.949;7104.571;9340.444;12079.578;5337.3633;8489.254;13439.796;10076.902;6382.1562;10465.458;11425.03;9086.299;13403.875;9895.483;8173.3057;5762.5127;6106.7944;7716.924
41;215.1389737;2594.5632;0;0;41054.152;15902.31;37193.8;19645.047;18570.117;19817.566;30676.496;21344.416;31120.207;36063.695;33826.047;31905.207;19146.414;25674.293;29775.426;51026.043;53545.79;0;0;0;15701.445;40229.242;59470.137;50603.965;30093.17;30388.195;54446.023;50703.65;42657.92;56402.734;27021.797;18521.95;0;2755.8545;11364.324;0;40777.598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22294.818;0;0;0;4153.066;5539.947;3421.9639;0;7890.1475;5584.9473;4226.229;5076.401;5214.204;3822.0798;6446.3477;0;0;0;0;0
42;272.1604333;0;0;0;8191.633;2070.1921;7352.3887;5936.664;5265.235;4563.7095;6719.7964;4947.469;5217.5796;7225.5947;6773.629;5513.2344;0;0;3743.4434;3302.5366;4173.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3253.887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2547.7595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;155.0814247;31912.17;33028.605;32727.242;12414.359;10648.034;17158.883;15920.801;15135.213;19356.256;15776.542;15425.768;17275.81;14488.553;15665.08;15177.199;26104.959;24867.078;22238.717;19191.91;18637.557;40230.63;36908.73;36390.72;19171.857;25254.191;24973.666;26665.88;22158.453;23505.549;20400.805;20965.27;21742.418;15169.802;22660.783;22366.12;30165.271;26341.63;20229.855;28763.041;13512.477;16564.256;19055.822;20683.707;23808.658;19285.39;19670.348;19703.77;15837.731;23818.404;22877.729;20370.916;23594.68;19767.037;20365.13;24132.305;23666.102;28251.809;27100.484;26474.393;13423.658;26998.127;24065.943;32425.584;27790.662;35209.08;24876.459;28094.123;38033.344;30295.09;28841.662;32274.293;36597.13;30221.764;41884.727;33202.19;36228.137;27637.168;26678.035;33558.523
44;316.1865319;0;0;0;8137.4253;1462.748;7321.8403;5673.711;4659.898;4248.3193;7588.861;5268.47;5539.7554;7515.733;6291.9473;5968.8867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;344.1816393;0;0;0;31087.908;5127.1104;19356.703;18324.504;31654.658;27422.607;43622.24;35911.32;15032.727;54520.21;50385.094;18926.295;13101.875;0;27007.686;21108.752;39723.086;0;0;0;0;2749.273;7193.837;7533.995;0;4376.527;10116.647;7325.145;6883.2314;12087.938;4655.84;0;2446.09;0;6827.6763;0;18885.322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26103.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;459.226823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2439.9336;2734.4707;0;0;0;0;3367.2947;3479.4094;4584.2056;0;0;3557.207;3006.0725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1690.2218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;202.1437249;0;0;0;0;0;0;0;0;0;4416.5103;14530.287;15936.839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;346.1045175;0;0;0;1878.3909;1652.6394;0;2811.9263;3130.961;3561.3474;0;2878.834;3189.2234;3804.3545;2977.0784;3268.5276;2630.4348;3614.681;0;3905.513;3074.4807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1631.763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;511.1653674;15615.938;18166.24;18353.871;0;6497.1987;0;2673.832;3330.958;0;0;0;0;0;0;0;5380.451;7558.6016;2805.7283;2512.0305;3258.884;14420.927;18748.041;18305.719;13915.845;2558.2334;3497.7397;4735.7876;9145.308;9163.474;3776.621;3280.4119;5417.9985;2827.5303;16818.371;19208.967;22228.678;20661.99;11742.35;25280.283;5729.8467;9271.586;15002.546;17948.623;9152.708;9194.703;10548.695;10727.08;12648.451;10046.758;12927.803;8011.375;10419.587;13103.521;12518.215;7990.3857;20652.615;17009.297;20077.057;13108.499;21170.959;16491.734;16513.62;15102.912;8385.273;4021.4785;9032.2;9657.428;4776.39;5964.4326;9442.489;6884.4;5812.802;8789.722;5860.257;6263.5986;18283.088;16192.781;14129.554;16223.658
53;160.0756502;0;0;0;4561.715;3341.4504;5097.967;6634.169;6871.7246;7570.8926;6490.9937;0;6355.701;4625.9897;5060.7417;4918.389;0;0;0;0;0;4047.7195;3506.2935;3428.5076;8057.143;10236.622;11194.308;11255.363;10959.244;12233.69;8379.606;7952.46;10037.911;5061.227;9669.6875;11418.667;4537.915;0;0;2678.3496;0;1964.7485;0;2857.9988;16206.865;11804.838;14059.614;17283.248;14359.886;20568.658;18915.22;14116.119;18490.604;14128.189;14201.436;15637.626;5347.776;4651.6367;0;3470.116;0;4013.0193;3087.3115;4773.9766;22605.215;25420.791;18448.738;22854.979;32118.361;25575.842;21405.047;25879.332;23293.06;22718.21;31751.064;24129.22;8915.827;4358.9873;5425.988;6239.084
54;167.0897609;50157.51;0;0;87104.62;55941.223;98691.97;87367.77;86116.53;90603.52;98302.9;87608.43;98519.47;101568.14;102863.53;97194.836;0;82857.56;94398.55;96150.06;97818.5;0;0;0;0;0;66242.82;0;0;43392.06;55052.625;0;50396.883;0;0;0;0;0;64789.707;0;79961.195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62050.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;279.1003965;1536.0803;2349.4807;0;0;0;0;0;2127.083;2062.2563;0;0;0;0;2353.4114;0;0;0;7534.029;0;0;0;0;0;0;3253.3086;3513.4692;0;0;0;0;0;0;0;0;0;0;0;19288.809;2241.8386;0;0;0;0;3574.1355;0;0;0;0;0;0;0;0;0;0;2586.3484;0;0;24275.455;8321.883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11059.27;0
56;120.0807359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;103.0541317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;220.1177658;3803.8064;4709.7427;3912.3848;3716.83;1971.272;6893.0107;7797.8213;7341.177;10127.21;7659.8066;6787.0103;7976.091;5328.3525;7255.3794;6773.849;5330.889;0;2042.8252;0;0;3180.2915;4246.4146;3233.152;5875.2905;12846.92;13748.072;15030.454;10321.731;11997.496;9268.861;9942.773;9922.224;6429.443;7842.865;9219.884;6517.0015;0;2960.0415;0;0;2268.1384;0;2889.4111;10857.28;9060.889;7848.002;9102.693;6942.8174;14111.895;10482.598;7097.9634;9552.67;8576.644;7155.511;10481.155;5938.558;0;4249.042;0;0;5729.1064;4957.6387;7087.055;14933.041;16613.846;10246.37;16084.059;24776.67;16333.025;13735.8545;17763.414;16546.043;15084.453;24420.254;15589.446;12478.225;0;2680.5269;2099.8125
61;441.1864529;0;0;0;0;0;0;2775.4683;0;3732.7454;2501.4268;0;0;2628.3066;3650.5713;4167.797;0;0;0;0;0;0;0;0;0;13760.516;9861.928;7804.015;3335.868;3746.5776;4038.6545;5988.9033;4316.1514;3338.6074;1762.04;2302.1914;0;0;0;0;0;0;0;0;0;2715.5815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;410.1743409;12234.602;13409.545;13308.137;12868.782;5487.2173;19830.191;14189.565;13018.303;16045.202;17440.291;16588.73;18735.994;21485.336;15806.88;13924.985;16068.163;18997.65;14057.902;15660.193;17655.01;0;0;0;5356.976;13731.039;10273.716;15802.9;6983.5757;8161.052;10280.422;10081.712;7584.0024;7654.229;5665.0044;6330.0737;0;3974.166;13125.811;5500.4062;15198.319;0;0;0;0;2897.038;0;0;0;0;0;0;0;0;0;0;0;0;8890.81;0;16553.855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;458.1336552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3645.854;0;0;0;11994.408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;521.2239131;0;0;0;3450.5066;0;5175.0464;4383.1694;3637.1726;4833.4805;5770.563;5579.1484;6840.6567;6059.148;5296.5996;5154.325;3779.955;0;4965.699;6265.7144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3757.8774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;573.189704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;276.1075661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;542.177389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3486.3052;9670.267;6888.901;7025.5864;4610.334;5287.4653;4470.587;4804.7095;4072.0325;0;2994.069;5403.344;0;0;0;0;0;0;0;0;8231.988;7180.4424;4709.5044;4054.6194;0;7347.8657;4838.671;4225.148;5321.003;3063.499;3193.7788;8496.825;0;0;0;0;0;0;0;0;10475.722;12640.657;6609.162;8125.1694;12937.485;8703.951;9015.27;11010.348;11999.91;8534.815;14599.358;11235.087;0;0;0;0
68;298.0895315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;216.1954775;4386.9834;3231.29;3518.0066;0;0;0;0;0;2731.729;0;0;0;3935.2278;0;0;0;0;0;0;0;13697.521;13374.805;11467.775;4955.791;4170.8345;0;8686.322;6406.3594;7739.325;6236.2593;4554.158;3592.4824;6433.746;10627.636;8147.26;16624.436;4566.805;0;4440.112;0;23132.264;13993.538;16938.857;10520.791;8821.521;9563.244;10336.969;12671.823;14473.59;14145.824;0;10590.923;15323.788;13243.378;6122.084;13994.256;6083.7915;6237.7217;9901.099;0;35235.29;18583.531;16233.603;18594.145;11171.589;19764.67;17482.404;14857.61;13175.184;14946.616;14874.68;23845.1;14541.768;21455.193;15414.891;13908.084;21519.402;12212.028;18620.473
70;582.3241262;0;0;0;4573.1377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;189.1233183;0;0;0;13639.405;4689.672;14105.548;7449.2905;6951.3013;7651.3594;10875.732;7275.458;10785.908;14728.387;13913.015;13843.659;10554.573;10930.107;12576.182;23885.139;27680.777;0;0;0;0;5650.985;7523.056;6348.789;2650.1182;3032.6362;8698.564;8394.284;6027.931;9532.4;3287.0085;0;0;0;4278.8037;0;21524.277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14212.144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;267.077233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;245.0956183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;242.18579;3395.9668;0;3380.275;5796.9736;0;5666.5728;8526.358;7645.8916;6002.5195;6867.386;7277.576;5537.3833;6508.034;6545.589;5181.812;0;0;0;0;0;4359.5454;2831.76;3787.6626;4728.805;6127.162;8692.343;17409.834;8507.652;7558.359;4005.9917;7490.335;4864.8364;0;5489.78;4291.158;0;0;0;0;0;0;0;0;5680.6963;4662.7266;5298.1704;3442.262;0;8029.549;0;3995.5627;6424.948;0;0;5100.3965;0;0;0;0;0;0;0;0;3714.2102;7633.567;4078.3328;5209.4683;8734.586;6713.6167;6060.79;5331.286;8622.1045;5288.224;7420.0166;5505.4316;0;0;0;0
77;169.0970984;52484.12;55441.77;50773.15;27214.469;18868.934;34905.637;37637.023;35040.344;43237.92;42012.926;36685.156;42941.617;35638.734;39328.836;38081.188;53007.086;51990.67;42334.945;44344.15;35207.207;64285.484;60584.758;57849.297;31193.102;44009.758;48371.453;52588.215;41424.04;44264.707;37508.79;41603.617;40514.387;29572.191;42145.79;43301.234;49236.723;47422.96;40755.055;50508.438;26584.562;27334.385;30996.564;34614.152;44224.996;36756.332;34116.61;35190.06;26394.84;45281.125;40965.895;36096.16;42382.59;35843.293;36010.26;45426.684;40533.75;50737.914;49276.54;43491.57;24307.574;42341.926;37722.312;51198.027;47529.293;56539.74;40463.207;46830.01;61970.113;49797.703;46506.746;53553.11;56494.41;51003.53;70974.81;54942.56;65314.88;45394.07;44062.883;52581.652
