row ID;row m/z;SCCe0064.mzML Peak area;SCCe0065.mzML Peak area;SCCe0066.mzML Peak area;SCCe0067.mzML Peak area;SCCe0068.mzML Peak area;SCCe0069.mzML Peak area;SCCe0070.mzML Peak area;SCCe0071.mzML Peak area;SCCe0072.mzML Peak area;SCCe0073.mzML Peak area;SCCe0074.mzML Peak area;SCCe0075.mzML Peak area;SCCe0076.mzML Peak area;SCCe0077.mzML Peak area;SCCe0078.mzML Peak area;SCCe0079.mzML Peak area;SCCe0080.mzML Peak area;SCCe0081.mzML Peak area;SCCe0082.mzML Peak area;SCCe0083.mzML Peak area;SCCe0084.mzML Peak area;SCCe0085.mzML Peak area;SCCe0086.mzML Peak area;SCCe0087.mzML Peak area;SCCe0088.mzML Peak area;SCCe0089.mzML Peak area;SCCe0090.mzML Peak area;SCCe0091.mzML Peak area;SCCe0092.mzML Peak area;SCCe0093.mzML Peak area;SCCe0094.mzML Peak area;SCCe0095.mzML Peak area;SCCe0096.mzML Peak area;SCCe0097.mzML Peak area;SCCe0098.mzML Peak area;SCCe0099.mzML Peak area;SCCe0100.mzML Peak area;SCCe0101.mzML Peak area;SCCe0102.mzML Peak area;SCCe0103.mzML Peak area;SCCe0104.mzML Peak area;SCCe0105.mzML Peak area;SCCe0106.mzML Peak area;SCCe0107.mzML Peak area;SCCe0108.mzML Peak area;SCCe0109.mzML Peak area;SCCe0110.mzML Peak area;SCCe0111.mzML Peak area;SCCe0112.mzML Peak area;SCCe0113.mzML Peak area;SCCe0114.mzML Peak area;SCCe0115.mzML Peak area;SCCe0116.mzML Peak area;SCCe0117.mzML Peak area;SCCe0118.mzML Peak area;SCCe0119.mzML Peak area;SCCe0120.mzML Peak area;SCCe0121.mzML Peak area;SCCe0122.mzML Peak area;SCCe0123.mzML Peak area;SCCe0124.mzML Peak area;SCCe0125.mzML Peak area;SCCe0126.mzML Peak area;SCCe0127.mzML Peak area;SCCe0128.mzML Peak area;SCCe0129.mzML Peak area;SCCe0130.mzML Peak area;SCCe0131.mzML Peak area;SCCe0132.mzML Peak area;SCCe0133.mzML Peak area;SCCe0134.mzML Peak area;SCCe0135.mzML Peak area;SCCe0136.mzML Peak area;SCCe0137.mzML Peak area;SCCe0138.mzML Peak area;SCCe0139.mzML Peak area;SCCe0140.mzML Peak area;SCCe0141.mzML Peak area;SCCe0142.mzML Peak area
224;393.2096628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;388.2537479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;360.2374153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1312.2684;0;0;0;0;0;1823.8247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3854.096;0;0;2032.9209;1113.46;0;0;0;0;0;0;0;0;0;1230.7852;0;1835.4594;0;0
228;320.1619852;0;0;0;0;0;1947.5679;0;0;2889.39;1664.6785;0;0;3906.3755;1554.782;1658.6805;0;1483.6354;0;1674.6335;2188.2031;6384.156;0;3697.2793;0;3286.2703;6326.382;9721.81;4026.3755;0;3006.6924;2633.1658;2545.887;2734.215;3463.9294;2884.5889;10200.427;0;0;0;4781.1694;3813.5483;3048.2114;3646.0518;3009.4363;3723.1602;3046.897;2066.805;2533.7314;3652.2068;3027.7104;0;3013.1772;0;3020.2249;2451.0488;3485.5225;3165.874;2840.4556;2995.758;2413.1663;7287.638;4544.3506;4560.735;5964.352;0;0;4155.8364;4785.8843;5665.7627;3661.4497;3417.4353;8015.0664;5126.0396;4562;4182.3047;7069.0864;5792.109;5299.0205;6887.8115
229;555.244654;0;0;0;0;0;0;0;0;0;3935.2864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;604.2980328;0;0;0;45421.504;13742.815;47304.117;30086.623;27343.105;28844.764;59730.805;40946.965;54024.242;61697.36;54794.418;55368.42;13603.075;2300.8665;66162.58;61368.625;68175.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14336.57;0;51912.492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32551.686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231;628.3299105;0;0;0;8074.696;0;7839.525;5277.018;4369.9453;4370.1836;9630.482;0;7818.4443;11720.718;9133.736;9577.581;0;0;9771.668;2246.7678;10606.764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7893.3823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;1058.503988;0;0;0;0;0;1128.6958;0;0;0;0;839.67377;0;1750.0044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;746.3541899;0;0;0;5716.974;0;2238.3342;0;0;0;4808.727;4251.4707;0;3611.231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;455.2136986;0;0;0;11700.429;0;13632.924;8915.404;8438.521;10624.835;15573.591;11853.023;16258.128;15546.305;16806.672;14448.122;9219.254;2667.7183;18098.754;20871.879;19195.852;0;0;0;0;0;0;0;0;0;0;2264.7363;0;3377.3745;0;0;0;0;3043.864;0;14082.785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9623.554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;399.2599455;0;0;0;0;0;0;1309.797;0;0;3949.7712;0;3141.0996;4869.1816;2980.9182;3221.6545;0;0;4194.6797;2535.1973;14755.898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10357.093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5831.1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;263.1386882;13724.603;9996.846;9407.93;71010.22;27930.049;79326.89;42337.152;33453.93;40718.984;65069.15;46940.52;71565.46;63426.125;73248.42;67618.99;30045.96;49440.312;32420.068;92577.37;79379.54;6031.1904;5821.158;4860.7896;33688.902;117736.195;175928.86;107933.49;62697.805;69368.39;139111.25;131883.84;105859.02;128010.53;54167.133;43750.53;2461.2756;10005.131;21334.09;8536.337;59987.605;0;1035.5828;0;3587.2742;3297.982;2690.833;0;0;4577.7;2496.0393;0;3099.6384;1984.1205;0;3637.8086;1889.0071;2228.458;8116.402;0;38278.445;1019.8877;0;0;2795.9824;4691.038;2130.3655;2980.8086;4845.055;3258.1902;2030.1555;3124.0864;3762.3862;0;4933.708;3556.1682;4314.3525;0;2873.07;0
238;229.1005229;10153.743;10134.234;6233.6265;8225.027;2776.7705;7420.1167;8776.524;8364.172;9996.858;10896.332;9595.196;10383.724;0;12023.302;11088.957;8595.61;9373.505;10636.741;14165.533;5564.659;2402.1052;2909.0984;1321.5303;4189.757;11690.507;18472.777;6343.8;6089.3125;7580.501;9575.614;9863.045;12946.685;6889.6357;5568.9795;7477.648;2098.1392;10344.215;15141.112;10402.299;3771.9177;0;0;0;8502.397;4443.762;3669.4282;6739.831;0;5737.4233;9973.959;5111.6323;7862.7334;4979.7866;4331.4746;8551.234;1655.5642;6410.9727;13293.878;11978.449;1709.6802;1308.0437;0;5382.892;7010.9595;9632.5625;3052.0686;5415.3535;10609.095;7026.351;3923.3162;10298.861;5123.6104;6806.4854;19487.242;10252.512;13458.34;3554.489;4562.56;0
239;295.1652483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2402.3054;9983.119;4050.5752;0;0;0;2716.9922;6276.8647;0;0;0;0;0;0;0;0;0;0;0;0;5490.187;10326.858;0;0;0;0;3598.9626;5441.862;0;0;0;0;0;0;0;0;0;0;0;0;4861.614;10911.021;0;0;0;0;4414.7095;9367.477;12454.913;0;0;0;0;0;0;0
240;316.2121379;112189.06;110510.28;107863.61;89431.28;68280.09;84387.555;88817.68;92790.5;96271.695;82148.02;89356.14;85849.99;99551.375;74450.88;87371.58;84876.41;103866.04;78642.61;81121.1;97512.78;47762.12;31451.584;23283.615;22685.459;29875.756;26316.133;50011.535;29669.729;35603.996;32771.605;27672.332;22380.107;30519.736;30359.379;23067.285;68647.71;53487.035;39336.9;50569.418;58170.418;44998.277;35898.016;26453.71;40301.7;34052.42;30077.83;25371.982;24532.553;42920.816;34850.043;36221.586;37052.375;36191.914;30126.139;27825.559;32396;20837.04;26967.363;27354.531;14423.488;73918.766;30926.803;44107.297;54323.46;36834.336;40415.535;38849.633;42001.367;38510.734;38399.516;36721.258;56314.727;37358.125;49929.676;37161.55;44263.316;43500.81;38133.727;52760.145
241;302.1496779;0;0;0;0;0;0;0;0;0;2649.6992;0;2539.9004;0;2842.635;2364.631;0;0;1297.7902;2135.618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;554.3189408;0;0;0;0;0;0;4800.966;0;0;2202.834;0;2293.8762;0;0;2255.901;0;0;0;0;0;0;0;0;0;0;0;1214.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;272.1853358;5737.6426;5661.087;5434.8853;3735.2275;2399.6997;3318.7302;0;3640.5378;4041.508;0;3767.31;0;3732.7637;2873.2898;3037.9116;3511.1982;5315.111;2890.6753;3265.5068;0;6106.1943;5707.068;0;2529.399;3281.1406;4573.328;8164.5337;4666.812;0;2965.0923;3648.0095;2804.9573;0;3869.0928;3125.7988;6834.0127;3343.4878;0;3217.1394;4798.65;6966.787;0;6483.518;5515.1245;6163.5605;4841.1934;4198.953;6209.129;6759.8525;5650.531;5182.0054;4732.1577;0;4414.627;5119.5996;4853.3345;4441.9243;4259.154;4714.242;0;12488.503;7141.4067;7504.5537;8939.426;6799.428;7528.434;8469.281;7686.429;8747.717;6907.86;6923.309;10474.646;7549.4307;8962.9795;7288.6797;5730.203;5614.243;6827.841;9394.714
244;330.2023088;4883.778;5410.348;4768.326;1416.7228;0;1784.9017;4655.389;4007.0327;4917.76;5324.71;4379.8706;5378.3735;3246.2625;0;0;4814.2046;5822.194;0;0;1269.6267;5271.925;5506.8604;4607.2446;1396.2705;7174.9976;8068.4995;6639.8174;4816.0664;5635.8066;5954.0083;5272.1753;5825.0957;3917.3604;0;6001.709;3221.062;3818.6436;4691.5337;5002.0063;0;0;0;3258.724;5740.628;0;4015.515;0;0;6449.8394;5951.2676;0;5171.378;4416.071;0;0;3591.3508;4689.775;5623.7563;0;2951.193;2830.6484;1281.8396;3819.4775;5057.4062;5530.3403;3811.3801;4811.103;5578.196;4618.5767;4077.398;0;4730.1323;4653.2295;8032.597;5446.1064;5991.0054;2902.4272;3380.4792;3475.1248
245;475.2548981;0;0;0;8947.819;2344.1743;11077.758;6638.3564;5425.739;6348.0156;13905.269;9695.687;12541.511;12867.189;12421.338;11461.805;3080.7378;4899.1167;8392.71;16897.602;20216.383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2267.2244;0;15141.047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9360.436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;813.4349069;0;0;0;0;0;0;0;0;0;0;0;0;1436.6884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;485.2600736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2290.0728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;910.66724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
249;856.4405661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1704.4684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;599.3900722;24595.666;23181.293;22986.646;28104.682;15205.735;21548.648;24335.098;25019.578;25653.29;22047.918;27135.65;19793.828;25018.623;20302.408;22364.875;19838.172;19104.123;20293.33;19078.494;24320.414;0;3120.7476;1343.3816;0;1318.3563;0;1748.9922;2120.0217;0;2533.5574;0;0;0;1385.8627;0;12151.609;9622.682;8261.669;9464.572;12061.508;0;0;1129.7083;1681.3098;0;0;1332.6077;0;1856.166;0;2905.3289;2547.9302;0;0;0;0;0;0;0;0;6490.194;1378.1046;0;0;0;0;0;0;0;0;1440.6503;0;0;0;0;0;0;0;2431.1985
251;300.1988548;43619.906;42092.137;42557.27;32221.234;24072.264;21901.348;30119.271;33020.645;29687.342;17474.336;30728.037;21461.322;31320.139;16991.693;20089.96;29369.584;35285.395;24611.893;25042.377;28731.846;2642.2249;3002.6416;0;1254.8969;0;0;2508.6042;1920.5063;0;2264.875;0;0;2880.5818;1484.3318;0;19513.781;15518.499;10294.87;13821.689;14453.491;2167.2598;0;1201.9109;0;0;1862.2898;1441;2047.8461;0;1689.1141;2785.327;2389.2004;0;1295.4382;0;0;0;1349.2722;1174.3859;0;6366.9487;1443.0126;2308.2925;2287.9536;0;0;2014.7114;1259.7593;1435.2852;1968.1372;1496.3696;2022.4836;1527.831;1798.1616;0;0;0;2865.6162;2403.051
252;312.1551627;0;1576.7253;0;0;0;1964.2345;0;0;0;0;2100.4802;2219.6719;0;1709.2723;0;0;0;0;0;0;0;0;0;0;0;2259.1973;0;0;0;2058.2043;1926.1152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3531.6458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6386.218;0;0;0
254;415.2532894;0;1532.0682;0;0;0;0;0;0;0;0;0;0;0;0;0;2207.7446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2608.7615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;343.1293681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2173.5593;0;1929.8162;0;0;0;0;0;0;0;0;0;0;0;1148.2671;0;2726.8252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5139.7856;3198.5308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1155.2268;0
256;432.2799891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;437.2354953;0;15330.096;7787.0195;0;7817.63;13524.113;10577.447;10238.648;0;0;1563.9003;12879.677;7148.575;0;0;19080.96;27669.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1470.208;0;0;0;0;11763.939;0;0;26856.732;0;0;0;0;3796.7324;0;0;0;0;0;1688.9236;0;8824.558;0;21655.47;1826.228;0;0;0;0;0;2663.54;4084.81;6277.4014;1430.416;0;0;0;0;0;0;4573.6436;0;1655.6904
258;457.2655277;0;0;0;5429.0396;0;7222.8457;5655.9453;4547.685;5859.2686;0;0;3452.2837;6523.2573;5623.304;7440.6465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
263;560.2715348;0;0;0;16069.072;3193.4858;17395.525;13693.965;11777.014;11383.561;24867.516;15995.557;18734.605;27380.17;21618.023;23718.152;0;0;11308.382;6723.8667;12211.703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8275.868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4081.172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;699.3712417;0;0;0;0;0;0;0;0;0;1434.9352;0;1276.2178;0;2283.6292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
266;340.1866894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;652.4021425;0;0;0;3578.4658;0;3211.184;0;0;0;6727.341;3861.257;4688.3984;3088.2932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
269;362.1683653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;326.2074697;7757.8335;6813.084;6674.3696;6996.0503;0;10827.386;9002.518;7315.233;10584.933;10267.239;9948.947;10702.19;10015.967;11031.978;9725.687;11950.923;7694.301;11001.655;11999.687;12284.498;0;0;0;0;6089.264;7124.5522;9843.986;3526.3162;4297.555;4634.9575;6329.773;4223.109;4691.8906;0;1709.2966;9122.345;0;5574.434;0;8519.479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5337.9385;0;0;0;4761.4536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8638.475;0;0;0
272;411.26022;0;0;0;17756.357;7247.2583;22830.9;19220.627;18842.05;23187.695;27019.201;19018.68;26303.059;20895.61;23290.875;22166.322;0;0;0;0;0;0;0;0;0;0;5136.4097;10990.815;5125.0806;7257.718;0;3333.821;0;3705.2847;2889.07;1507.9369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
273;484.3128029;0;0;0;0;0;0;0;0;0;1932.8987;0;1608.0548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;425.2755079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6619.255;4352.5044;4533.6567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3572.9563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2531.0916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
276;815.3896498;0;0;0;0;0;0;0;0;0;0;0;806.7871;0;0;0;1977.5686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;183.1127712;7308.088;9120.157;6394.439;0;2410.4849;4968.908;5302.233;5308.248;5651.874;5279.742;5955.6094;5631.201;4584.3223;5502.655;4901.365;8885.422;8927.705;5893.291;7725.439;6347.8193;5315.8486;7517.1147;6660.48;4178.0254;7288.495;8127.897;6108.066;5587.505;6750.118;6730.9717;6016.631;7112.9097;4419.8667;5626.5684;8118.8;6260.9697;7013.141;9317.875;7974.7544;4473.205;4607.818;5686.692;7360.0415;6522.6016;7722.7173;4813.644;5885.7725;4624.128;7727.671;8433.715;4786.6543;6271.7373;5993.674;4976.45;6015.4585;9057.087;7624.0684;7073.4126;6759.555;8411.21;5401.2676;4435.119;5337.3384;6432.6943;4228.363;3256.276;5261.454;4988.2285;3830.9094;4431.362;5318.1177;6275.4844;4554.869;7527.61;4331.284;10264.384;5447.016;4746.874;4450.677
278;366.202251;0;0;0;0;0;1918.5066;0;0;0;2969.1357;0;2556.646;2842.4075;2631.008;2556.5457;0;0;4507.4077;6496.5283;5669.1416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4228.561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2620.3486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
280;441.7876137;2975.1316;2843.5266;3266.168;1945.6917;2061.6077;0;1344.3947;1768.4827;0;0;0;0;0;0;0;1383.2738;2150.5088;0;0;1265.3655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1159.1755;0;1146.2207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
283;169.076062;0;0;0;4947.5635;0;6166.1177;6320.162;6076.649;7746.3325;7018.739;5690.7607;7118.969;5477.045;6138.6494;5815.097;0;0;0;0;0;0;0;0;6390.376;10958.459;13243.162;11458.897;8321.117;8896.137;7910.3857;8178.462;8303.461;5013.693;6393.5195;6315.6753;0;0;0;895.064;0;0;0;0;7876.44;6274.853;6495.6665;6397.2114;4492.7075;8867.737;6797.4956;5461.6416;7608.069;4896.0835;5436.466;7535.7886;0;1699.912;0;0;0;1415.0537;0;1691.5464;8032.057;8920.424;6413.7666;7922.048;12281.956;9552.343;7492.033;8892.108;8280.572;7429.761;12284.94;8322.022;2285.5254;0;0;0
284;882.5680767;2861.0085;2818.9937;2997.6638;3696.2275;1378.9583;1537.8601;2557.8108;2915.4954;2892.8926;2360.2922;3307.6592;0;3437.981;2135.5225;2179.9663;0;1737.4755;0;1614.4037;2478.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;289.1182414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2572.0051;6393.9883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5178.754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;459.2795699;0;0;0;0;0;0;1755.3218;1573.9952;0;0;0;0;0;0;0;0;4812.812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1455.1091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3397.2207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;476.3062259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;481.2616953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;576.3499301;0;0;0;3480.128;0;3311.6807;1482.7399;1165.5188;985.1482;5614.127;3547.655;3582.814;4181.848;2332.0618;2297.7456;0;0;6357.9463;0;6765.8413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4711.547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2657.1597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;507.2270524;0;0;0;0;0;5877.715;2892.7979;0;2835.0625;4460.395;0;4421.267;8430.231;4827.912;4694.999;0;0;0;0;2045.3346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294;684.3926007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8262.175;0;9756.291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
297;419.1898975;0;0;0;0;0;2564.2246;0;0;0;3804.4675;2466.3606;0;2877.6423;0;0;7364.8647;0;0;0;3092.5374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5479.0503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3947.5854;0;0;0;2882.5571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5845.7217;0;0;0
298;279.1700675;0;0;0;15674.517;5099.8184;15384.95;11970.412;7910.668;11576.322;11941.028;5125.698;11191.514;13362.586;12009.455;14275.863;0;0;0;6614.6646;2875.9036;0;0;0;0;0;0;1414.4048;0;0;7027.9526;0;2612.0479;0;0;0;0;0;0;0;2377.0215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1736.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300;397.2082207;0;0;0;11688.954;0;12673.709;7998.7725;7521.5576;9242.289;15898.976;9863.091;14919.601;13363.664;15000.852;14015.114;21916.219;0;14145.384;16313.809;14346.137;0;0;0;0;0;0;0;0;0;0;1535.2969;0;2887.9326;0;0;14533.028;0;2929.2437;0;10004.647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9407.613;0;0;0;7283.2207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13746.742;0;0;0
301;172.0968078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13513.195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11935.972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
302;1187.666552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1154.8708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
